Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2009-09-15,1.5,82.5,63.5,73.0,58.5,63.5,0.0,29.385,30.06,6.0,2.0,7.25
2009-09-16,1.5,71.5,60.5,66.0,54.0,59.5,0.0,29.515,30.19,11.75,5.5,12.4
2009-09-17,1.5,71.5,52.0,62.0,51.5,56.5,0.0,29.48,30.175,3.95,6.5,4.8
2009-09-18,1.5,79.0,51.0,65.5,55.0,59.0,0.0,29.49,30.175,5.2,2.5,6.55
2009-09-19,1.5,75.5,56.5,66.5,55.0,59.5,0.0,29.51,30.205,3.8,10.0,5.85
2009-09-20,1.5,72.0,54.0,63.5,56.0,60.0,0.595,29.31,30.03,6.15,7.5,7.6
2009-09-21,1.5,68.0,61.5,65.0,59.5,61.5,,29.285,29.975,3.55,23.0,5.05
2009-09-22,1.5,76.5,61.0,69.0,65.0,67.0,0.02,29.31,29.975,5.2,17.5,7.5
2009-09-23,1.5,76.0,62.0,69.0,62.5,64.0,0.0,29.445,30.115,0.7,31.5,4.35
2009-09-24,1.5,72.0,64.0,68.5,62.5,64.5,0.0,29.465,30.155,4.2,6.5,4.55
2009-09-25,1.5,70.0,60.0,65.0,57.0,60.0,0.09,29.415,30.115,5.4,11.0,6.8
2009-09-26,1.5,67.5,55.5,61.5,56.0,59.0,0.0,29.18,29.905,3.95,26.5,4.6
2009-09-27,1.5,74.0,51.5,63.0,53.0,57.5,0.28,28.875,29.59,7.9,22.5,10.2
2009-09-28,1.5,62.5,49.5,56.5,42.0,49.0,0.01,28.945,29.61,20.05,28.5,20.45
2009-09-29,1.5,59.0,48.0,53.5,42.0,48.0,0.0,29.31,29.96,8.7,33.0,10.25
2009-09-30,1.5,61.5,48.0,55.0,41.0,47.5,0.0,29.415,30.105,5.25,3.0,6.9
2009-10-01,1.5,59.0,42.5,51.0,46.0,49.0,0.74,29.155,29.9,8.95,13.0,9.1
2009-10-02,1.5,56.0,47.5,52.0,46.0,48.0,0.19,28.835,29.555,10.25,21.5,11.8
2009-10-03,1.5,57.5,47.0,52.5,47.0,49.0,0.07,29.05,29.705,8.15,26.0,8.6
2009-10-04,1.5,60.5,45.0,53.0,42.5,47.0,0.0,29.31,29.985,8.95,27.5,9.25
2009-10-05,1.5,61.5,42.5,52.5,42.0,47.0,0.0,29.32,30.035,2.35,8.5,4.95
2009-10-06,1.5,61.5,49.0,55.5,46.5,50.5,0.04,28.935,29.655,9.15,24.0,15.0
2009-10-07,1.5,60.0,45.0,53.0,39.0,46.0,0.0,29.275,29.955,8.85,26.0,10.45
2009-10-08,1.5,53.5,46.0,50.0,46.0,48.5,0.13,29.215,29.925,4.05,20.5,5.2
2009-10-09,1.5,52.0,39.5,46.0,43.5,45.5,0.445,29.235,29.925,9.35,34.5,10.1
2009-10-10,1.5,48.0,32.0,40.5,30.0,35.5,0.0,29.52,30.21,7.6,28.5,7.95
2009-10-11,1.5,44.5,29.0,37.0,22.5,32.5,0.0,29.635,30.355,1.3,17.0,4.9
2009-10-12,1.5,48.5,41.5,45.5,35.0,40.5,0.02,29.47,30.19,0.6,21.5,3.65
2009-10-13,1.5,47.5,35.0,41.5,32.0,38.5,0.0,29.63,30.35,8.5,1.5,10.65
2009-10-14,1.5,48.0,42.0,45.0,36.0,41.0,0.03,29.435,30.17,10.85,9.5,11.35
2009-10-15,1.5,44.0,41.0,43.0,38.0,40.0,0.31,29.285,30.0,8.8,6.5,9.55
2009-10-16,1.5,45.5,39.5,42.5,36.0,39.5,0.06,29.435,30.13,7.65,35.0,8.15
2009-10-17,1.5,52.0,37.5,45.0,33.5,39.5,0.01,29.605,30.3,7.45,34.5,7.95
2009-10-18,1.5,53.0,32.0,42.5,33.0,39.5,0.0,29.52,30.255,5.95,21.0,6.55
2009-10-19,1.5,65.5,43.5,55.0,40.5,47.0,0.0,29.285,30.005,11.05,21.0,11.15
2009-10-20,1.5,63.0,49.5,56.5,47.5,52.0,0.04,29.345,30.03,5.2,19.0,6.35
2009-10-21,1.5,69.5,55.0,62.5,51.0,55.5,0.01,29.285,29.99,11.25,21.0,11.35
2009-10-22,1.5,58.0,48.5,53.5,48.5,50.5,0.935,29.205,29.935,8.55,5.5,13.1
2009-10-23,1.5,61.5,43.0,52.5,49.5,50.5,1.09,28.765,29.48,6.4,18.5,15.8
2009-10-24,1.5,49.5,38.5,44.0,37.0,40.5,0.045,29.065,29.735,8.95,26.0,9.6
2009-10-25,1.5,62.5,44.0,53.5,44.0,48.5,0.255,29.29,29.965,5.9,19.0,7.1
2009-10-26,1.5,55.0,49.5,52.5,47.5,49.0,0.12,29.315,30.02,5.05,21.0,7.15
2009-10-27,1.5,51.5,46.5,49.0,45.5,47.5,0.11,29.215,29.94,4.95,5.0,6.75
2009-10-28,1.5,57.5,50.0,54.0,49.0,51.0,0.0,29.31,29.99,2.45,13.5,3.65
2009-10-29,1.5,60.0,47.5,54.0,50.0,52.0,0.825,29.245,29.985,11.8,14.0,12.05
2009-10-30,1.5,67.5,46.5,57.5,53.5,56.0,0.98,28.83,29.555,15.65,20.5,17.65
2009-10-31,1.5,46.5,36.0,41.5,31.0,38.0,0.01,29.215,29.865,12.25,26.0,12.65
2010-05-01,1.5,70.5,59.5,65.0,53.5,58.5,0.06,28.92,29.595,8.25,21.5,8.75
2010-05-02,1.5,68.5,53.5,61.0,52.0,56.0,0.62,28.935,29.605,3.6,25.5,6.5
2010-05-03,1.5,72.0,51.0,61.5,45.0,53.0,0.0,29.1,29.77,8.85,25.0,9.45
2010-05-04,1.5,79.5,51.5,66.0,43.5,54.0,0.0,29.09,29.775,13.0,21.0,13.4
2010-05-05,1.5,72.5,56.5,64.5,37.0,51.0,,29.115,29.77,9.95,27.0,12.45
2010-05-06,1.5,61.5,47.0,54.5,39.0,46.0,0.03,29.3,29.99,5.8,4.5,9.6
2010-05-07,1.5,59.0,45.5,52.5,46.0,48.5,0.73,29.01,29.73,3.15,32.5,13.5
2010-05-08,1.5,50.0,42.0,46.0,35.0,41.0,0.05,29.39,30.055,14.05,29.5,14.8
2010-05-09,1.5,57.0,37.5,47.5,29.0,40.0,0.0,29.625,30.315,2.15,20.5,6.15
2010-05-10,1.5,58.0,42.0,50.5,30.0,42.0,,29.505,30.245,13.0,11.5,13.6
2010-05-11,1.5,55.5,44.0,50.0,46.0,47.5,0.845,29.185,29.895,4.3,10.5,10.15
2010-05-12,1.5,52.0,45.0,49.0,45.0,46.5,0.13,29.385,30.095,8.6,6.0,10.2
2010-05-13,1.5,75.5,48.5,62.5,53.5,56.0,1.23,29.255,29.93,5.35,25.0,12.85
2010-05-14,1.5,66.5,48.0,57.5,43.5,50.5,0.0,29.49,30.17,11.4,26.0,11.75
2010-05-15,1.5,62.0,45.0,53.5,41.5,48.0,0.0,29.56,30.255,4.05,4.5,6.1
2010-05-16,1.5,66.0,43.5,55.0,43.0,49.5,0.0,29.46,30.175,10.4,5.0,10.8
2010-05-17,1.5,59.0,51.0,55.0,42.5,48.5,0.06,29.32,30.035,8.75,3.0,9.3
2010-05-18,1.5,63.5,47.5,56.0,40.5,48.0,0.0,29.285,29.985,9.35,2.5,9.95
2010-05-19,1.5,73.5,45.0,59.5,39.0,50.5,0.0,29.335,30.02,6.05,4.0,6.85
2010-05-20,1.5,73.0,49.0,61.5,49.0,55.0,0.07,29.32,30.02,6.55,12.5,7.6
2010-05-21,1.5,72.5,56.0,64.5,58.0,60.0,0.305,29.18,29.875,4.8,11.0,6.25
2010-05-22,1.5,73.0,58.0,65.5,59.0,61.0,0.005,29.26,29.94,3.05,10.5,5.75
2010-05-23,1.5,89.0,63.5,76.5,65.5,69.0,0.0,29.295,29.965,9.75,18.0,10.0
2010-05-24,1.5,91.0,71.5,81.5,66.5,71.5,0.0,29.36,30.02,6.45,13.5,8.05
2010-05-25,1.5,87.5,70.0,79.0,61.5,68.0,0.0,29.36,30.03,5.75,12.5,7.95
2010-05-26,1.5,86.0,68.0,77.5,62.5,68.0,,29.315,29.99,3.15,2.5,5.15
2010-05-27,1.5,77.0,62.0,69.5,50.0,59.0,0.0,29.335,30.015,11.55,2.5,11.85
2010-05-28,1.5,77.5,58.0,68.0,49.5,58.0,0.0,29.305,30.0,8.9,2.5,9.4
2010-05-29,1.5,85.0,60.5,73.0,57.0,63.0,0.0,29.255,29.94,4.75,6.0,5.7
2010-05-30,1.5,91.0,62.5,77.0,59.0,66.0,0.0,29.195,29.87,4.55,17.5,6.0
2010-05-31,1.5,82.5,65.5,74.5,64.5,67.0,0.915,29.18,29.855,1.1,21.5,4.75
2010-06-01,1.5,84.5,64.0,74.5,62.5,67.0,0.0,29.135,29.835,4.75,18.0,6.05
2010-06-02,1.5,77.0,58.0,67.5,61.0,64.0,1.16,29.025,29.7,3.2,33.0,9.4
2010-06-03,1.5,71.0,57.0,64.5,46.0,55.0,0.0,29.125,29.8,6.4,4.0,7.75
2010-06-04,1.5,83.0,58.5,71.0,59.5,64.5,0.0,29.035,29.72,7.3,21.5,9.15
2010-06-05,1.5,79.0,60.0,70.0,64.0,66.5,0.33,28.975,29.655,4.4,23.5,7.9
2010-06-06,1.5,75.5,56.5,66.5,54.5,59.0,,29.19,29.835,8.75,32.5,10.8
2010-06-07,1.5,69.5,55.0,62.5,48.5,55.0,0.0,29.375,30.045,6.45,7.5,7.4
2010-06-08,1.5,67.0,58.5,63.0,57.0,59.0,0.39,29.25,29.965,8.3,13.0,9.5
2010-06-09,1.5,83.0,66.0,74.5,55.5,63.0,0.0,29.16,29.83,10.1,27.5,10.8
2010-06-10,1.5,76.0,59.0,68.0,54.0,60.0,0.0,29.285,29.95,5.05,7.5,6.7
2010-06-11,1.5,88.5,64.0,76.5,67.0,71.0,0.215,29.21,29.885,8.7,19.0,10.35
2010-06-12,1.5,77.0,62.0,70.0,63.0,65.0,0.23,29.28,29.95,3.05,3.0,7.75
2010-06-13,1.5,72.0,61.5,67.0,61.5,63.5,0.25,29.29,29.975,3.55,8.0,4.8
2010-06-14,1.5,71.0,60.5,66.0,61.0,62.5,0.01,29.255,29.93,5.85,4.5,6.55
2010-06-15,1.5,79.0,60.5,70.0,65.5,67.0,0.735,29.195,29.885,2.7,19.5,5.9
2010-06-16,1.5,84.0,64.0,74.5,60.5,65.0,0.0,29.31,29.975,6.0,27.5,9.6
2010-06-17,1.5,84.0,65.5,75.0,61.5,67.0,0.0,29.33,30.005,5.1,14.0,7.2
2010-06-18,1.5,90.5,66.5,79.0,66.0,69.0,0.765,29.21,29.915,6.5,21.5,10.0
2010-06-19,1.5,85.5,66.0,76.0,60.5,66.0,0.0,29.27,29.93,9.95,27.5,11.05
2010-06-20,1.5,80.5,65.5,73.5,60.5,65.0,,29.37,30.03,4.1,8.0,4.95
2010-06-21,1.5,85.0,67.5,76.5,66.0,69.0,0.31,29.285,29.965,5.0,16.5,7.7
2010-06-22,1.5,85.5,69.5,77.5,68.0,71.0,0.0,29.31,29.975,6.3,22.5,7.05
2010-06-23,1.5,87.0,68.0,77.5,69.5,71.0,1.05,29.195,29.89,9.75,22.0,11.5
2010-06-24,1.5,82.5,65.0,74.0,59.5,65.0,0.0,29.355,30.02,3.85,34.0,8.4
2010-06-25,1.5,84.0,64.0,74.0,61.5,66.5,0.0,29.31,29.995,6.45,20.0,7.5
2010-06-26,1.5,87.5,68.5,78.0,65.5,69.5,0.775,29.13,29.82,1.65,13.5,6.85
2010-06-27,1.5,86.0,72.0,79.5,69.5,72.5,0.71,28.925,29.61,7.95,24.0,9.55
2010-06-28,1.5,82.0,64.0,73.5,59.0,65.0,0.0,29.105,29.75,9.25,31.0,11.5
2010-06-29,1.5,74.0,60.5,67.5,52.5,59.0,0.0,29.435,30.08,6.45,5.0,8.05
2010-06-30,1.5,75.5,56.5,66.5,50.0,57.0,0.0,29.57,30.24,3.8,4.5,6.3
2010-07-01,1.5,77.0,56.5,67.0,47.5,57.0,0.0,29.62,30.32,5.6,9.5,5.75
2010-07-02,1.5,83.0,60.5,72.0,51.5,60.5,0.0,29.495,30.195,7.7,18.5,8.0
2010-07-03,1.5,87.0,62.0,75.0,55.0,63.0,0.0,29.335,30.03,8.3,20.0,8.7
2010-07-04,1.5,91.5,70.0,81.0,65.5,71.0,0.015,29.23,29.905,10.2,22.0,10.6
2010-07-05,1.5,90.5,78.5,85.0,63.5,70.5,0.0,29.23,29.89,14.0,20.0,14.3
2010-07-06,1.5,90.5,74.0,82.5,68.5,72.5,0.205,29.295,29.955,8.7,22.5,9.6
2010-07-07,1.5,93.5,71.5,82.5,69.5,73.0,0.125,29.365,30.02,4.15,23.5,5.9
2010-07-08,1.5,87.5,73.5,81.0,69.5,72.5,0.155,29.3,29.98,1.6,33.0,5.05
2010-07-09,1.5,87.5,71.0,79.5,59.0,67.0,,29.29,29.97,5.6,19.0,7.0
2010-07-10,1.5,89.0,69.0,79.0,60.0,67.5,0.005,29.26,29.94,5.2,27.5,7.55
2010-07-11,1.5,85.0,66.5,76.0,62.5,67.0,0.78,29.105,29.8,6.0,22.0,7.25
2010-07-12,1.5,84.0,65.0,75.0,64.5,68.0,0.01,29.08,29.75,1.4,19.5,4.25
2010-07-13,1.5,84.0,70.5,77.5,64.5,68.5,0.095,29.21,29.86,5.8,9.5,6.5
2010-07-14,1.5,90.5,71.0,81.0,70.0,73.5,0.0,29.28,29.95,8.9,17.5,9.65
2010-07-15,1.5,91.0,72.0,82.0,69.0,73.0,0.005,29.235,29.9,7.45,26.0,10.2
2010-07-16,1.5,90.0,67.5,79.0,61.0,68.0,0.0,29.26,29.94,7.0,25.0,8.0
2010-07-17,1.5,92.5,71.0,82.0,63.5,70.0,0.0,29.21,29.88,3.5,27.0,6.65
2010-07-18,1.5,91.5,73.0,82.5,69.0,73.0,0.15,29.13,29.81,7.05,24.5,9.45
2010-07-19,1.5,84.0,70.5,77.5,66.0,70.0,0.01,29.205,29.88,2.85,23.5,4.9
2010-07-20,1.5,85.5,68.5,77.0,67.0,70.0,0.0,29.235,29.91,6.2,23.0,7.55
2010-07-21,1.5,90.5,72.5,82.0,65.5,70.5,0.0,29.32,29.99,3.25,30.5,6.55
2010-07-22,1.5,90.0,70.5,80.5,70.5,74.0,0.015,29.195,29.885,9.5,20.0,10.45
2010-07-23,1.5,94.5,70.5,82.5,71.0,74.0,2.97,29.19,29.84,10.4,24.0,11.4
2010-07-24,1.5,87.0,69.0,78.0,70.5,72.5,4.185,29.185,29.85,2.75,25.5,9.5
2010-07-25,1.5,81.0,67.0,74.5,59.5,65.5,0.26,29.385,30.045,8.95,2.0,9.4
2010-07-26,1.5,84.0,62.5,73.5,62.0,67.0,0.0,29.405,30.08,4.65,12.0,5.3
2010-07-27,1.5,88.0,69.5,79.0,66.5,71.0,0.0,29.31,30.0,5.8,21.0,6.55
2010-07-28,1.5,89.5,75.0,82.5,71.0,74.5,0.0,29.27,29.93,6.0,26.5,9.05
2010-07-29,1.5,81.5,68.0,75.0,58.5,65.0,0.0,29.385,30.06,6.05,5.5,7.4
2010-07-30,1.5,79.5,70.0,75.0,59.5,65.0,,29.28,29.975,5.3,16.5,5.95
2010-07-31,1.5,79.0,65.0,72.5,63.5,66.5,0.64,29.175,29.85,3.35,13.5,5.3
2010-08-01,1.5,85.0,65.5,75.5,64.5,68.0,0.0,29.26,29.935,2.3,12.0,4.0
2010-08-02,1.5,84.0,68.5,76.5,66.5,70.0,0.08,29.285,29.95,5.85,21.0,6.5
2010-08-03,1.5,86.5,65.5,76.0,70.5,73.0,0.94,29.22,29.9,2.45,20.5,3.45
2010-08-04,1.5,82.0,71.0,76.5,71.5,73.0,0.525,29.18,29.84,3.85,26.5,4.55
2010-08-05,1.5,83.5,68.0,76.0,62.0,67.0,0.0,29.16,29.83,10.05,29.0,10.35
2010-08-06,1.5,82.0,64.0,73.0,58.5,64.0,0.0,29.25,29.92,6.1,29.0,6.4
2010-08-07,1.5,83.5,64.0,74.0,63.5,67.5,0.0,29.23,29.915,7.35,23.0,7.75
2010-08-08,1.5,87.0,70.0,78.5,66.5,70.0,0.065,29.17,29.855,8.95,21.5,9.6
2010-08-09,1.5,88.5,73.5,81.0,70.0,73.5,0.15,29.23,29.89,4.25,24.0,6.8
2010-08-10,1.5,88.5,76.0,82.5,71.0,74.0,0.0,29.255,29.92,4.95,7.5,5.4
2010-08-11,1.5,90.0,76.0,83.5,69.5,74.0,0.0,29.165,29.83,4.7,27.5,6.7
2010-08-12,1.5,90.5,74.5,82.5,69.5,74.0,0.0,29.155,29.82,3.3,9.0,5.7
2010-08-13,1.5,92.5,72.5,83.0,70.0,74.0,0.455,29.1,29.77,7.3,17.5,8.3
2010-08-14,1.5,88.0,72.0,80.0,68.5,72.5,,29.145,29.81,3.2,23.5,4.6
2010-08-15,1.5,83.5,66.5,75.5,62.0,67.5,0.0,29.235,29.89,8.3,29.0,9.05
2010-08-16,1.5,80.0,63.5,72.0,54.0,62.0,0.0,29.335,30.005,8.95,27.5,9.6
2010-08-17,1.5,79.0,64.5,72.0,57.0,63.0,0.03,29.385,30.06,4.15,29.0,6.05
2010-08-18,1.5,83.5,63.5,74.0,60.5,65.5,0.045,29.315,30.01,1.35,19.0,3.45
2010-08-19,1.5,87.5,67.5,77.5,64.0,69.0,0.0,29.21,29.9,4.6,21.0,5.25
2010-08-20,1.5,92.5,73.0,83.0,67.0,71.5,0.03,29.135,29.805,10.25,19.0,10.85
2010-08-21,1.5,86.0,71.0,79.0,68.5,71.5,0.52,29.165,29.82,2.6,34.0,5.6
2010-08-22,1.5,80.5,68.0,74.5,64.0,67.5,0.0,29.375,30.035,8.65,2.5,9.4
2010-08-23,1.5,79.0,66.0,73.0,63.0,67.0,0.0,29.37,30.05,6.45,5.5,7.7
2010-08-24,1.5,82.5,66.0,74.5,61.5,66.0,,29.32,30.01,1.8,6.0,5.55
2010-08-25,1.5,79.0,62.0,70.5,50.5,59.0,0.0,29.4,30.07,9.6,32.5,10.1
2010-08-26,1.5,78.5,60.5,69.5,52.0,59.0,0.0,29.475,30.155,1.35,10.0,5.65
2010-08-27,1.5,84.5,60.0,72.5,54.5,62.0,0.0,29.415,30.105,7.2,21.0,7.8
2010-08-28,1.5,87.5,65.0,76.5,52.0,62.0,0.0,29.39,30.07,9.05,18.5,9.3
2010-08-29,1.5,93.5,71.5,83.0,64.5,70.0,0.0,29.42,30.09,9.1,19.0,9.55
2010-08-30,1.5,88.0,73.5,81.0,66.0,71.0,0.0,29.44,30.125,12.15,19.0,12.5
2010-08-31,1.5,92.5,75.0,84.0,67.5,72.5,0.0,29.31,30.005,13.35,20.0,13.6
2010-09-01,1.5,80.5,71.0,76.0,67.0,70.0,0.155,29.24,29.905,6.0,22.5,7.1
2010-09-02,1.5,83.0,65.5,74.5,67.5,70.0,1.235,29.12,29.805,6.3,21.0,7.4
2010-09-03,1.5,71.0,56.5,64.0,51.5,57.0,0.0,29.14,29.815,15.5,28.0,15.9
2010-09-04,1.5,68.0,51.5,60.0,43.5,51.0,,29.28,29.955,11.3,29.5,11.9
2010-09-05,1.5,76.5,50.5,64.0,49.0,56.0,,29.245,29.95,7.55,20.0,8.5
2010-09-06,1.5,83.0,67.0,75.0,51.0,60.5,0.0,29.15,29.83,14.0,20.0,14.6
2010-09-07,1.5,78.0,59.0,69.0,48.0,58.0,0.0,29.245,29.895,16.8,25.0,18.0
2010-09-08,1.5,71.0,52.0,61.5,47.5,54.0,0.0,29.415,30.085,3.8,33.0,7.15
2010-09-09,1.5,67.5,51.5,60.0,49.0,54.5,0.0,29.39,30.085,5.45,3.5,6.7
2010-09-10,1.5,72.0,57.0,65.0,50.5,57.5,0.0,29.265,29.97,9.1,9.5,10.2
2010-09-11,1.5,75.0,58.5,67.0,54.5,59.0,0.2,29.18,29.865,1.75,24.0,9.15
2010-09-12,1.5,83.0,53.5,68.5,50.5,59.0,0.0,29.325,29.995,7.7,25.5,8.05
2010-09-13,1.5,82.0,59.0,71.0,51.5,59.5,0.0,29.32,30.0,2.95,28.5,5.35
2010-09-14,1.5,77.0,56.0,67.0,48.5,57.0,0.0,29.41,30.09,4.2,6.0,5.25
2010-09-15,1.5,75.0,60.0,67.5,53.0,59.5,0.04,29.28,30.005,7.5,12.0,8.8
2010-09-16,1.5,69.5,55.0,62.5,55.5,59.0,0.095,29.215,29.875,7.0,33.0,12.15
2010-09-17,1.5,74.0,50.0,62.5,49.5,56.0,0.0,29.39,30.065,3.85,19.0,4.65
2010-09-18,1.5,65.5,59.0,62.5,55.0,58.0,0.285,29.455,30.125,2.95,3.0,6.9
2010-09-19,1.5,67.5,55.5,61.5,48.5,55.0,0.01,29.485,30.175,7.25,4.0,8.15
2010-09-20,1.5,76.0,62.5,69.5,60.0,63.5,,29.32,30.03,4.95,12.0,6.8
2010-09-21,1.5,88.5,67.5,78.0,63.0,67.5,0.04,29.195,29.865,10.0,22.0,10.95
2010-09-22,1.5,74.5,63.5,69.5,61.0,63.0,0.0,29.345,30.015,2.3,7.0,5.6
2010-09-23,1.5,89.5,65.5,77.5,61.5,68.0,0.0,29.18,29.875,15.55,20.5,16.0
2010-09-24,1.5,79.5,56.5,68.0,53.5,59.0,0.23,29.21,29.875,15.2,25.0,16.95
2010-09-25,1.5,60.0,52.0,56.0,43.0,49.0,0.0,29.425,30.105,7.1,36.0,9.2
2010-09-26,1.5,60.0,51.0,55.5,44.5,49.5,0.05,29.425,30.125,10.35,2.0,10.95
2010-09-27,1.5,64.0,48.5,56.5,45.5,50.0,0.005,29.21,29.95,1.0,4.5,3.8
2010-09-28,1.5,70.5,46.0,58.5,44.5,51.5,0.0,29.1,29.795,2.3,4.0,3.7
2010-09-29,1.5,75.5,51.0,63.5,46.5,54.5,0.0,29.12,29.81,5.25,21.5,5.6
2010-09-30,1.5,74.5,52.5,63.5,49.0,55.0,0.0,29.26,29.92,8.3,18.5,9.7
2010-10-01,1.5,73.5,48.5,61.5,43.5,52.0,0.05,29.345,30.04,4.05,28.5,5.9
2010-10-02,1.5,56.0,45.5,51.0,41.5,46.5,0.255,29.495,30.17,16.35,36.0,16.6
2010-10-03,1.5,56.5,42.5,49.5,38.5,44.0,0.045,29.66,30.355,10.0,18.5,11.15
2010-10-04,1.5,59.5,39.5,49.5,39.0,45.0,0.0,29.675,30.38,2.2,2.5,4.0
2010-10-05,1.5,67.0,39.5,53.5,37.5,46.0,0.0,29.62,30.335,1.0,34.0,3.1
2010-10-06,1.5,78.0,45.5,62.0,43.5,52.5,0.0,29.36,30.075,6.85,27.5,7.6
2010-10-07,1.5,76.0,49.0,63.0,39.5,50.5,0.0,29.39,30.08,4.35,30.5,5.35
2010-10-08,1.5,79.0,48.5,64.0,38.5,51.5,0.0,29.34,30.03,7.0,24.0,7.2
2010-10-09,1.5,86.5,55.5,71.5,50.5,59.0,0.0,29.28,29.975,3.2,24.0,3.9
2010-10-10,1.5,84.0,58.0,71.5,50.0,59.0,0.0,29.195,29.885,3.85,25.0,4.0
2010-10-11,1.5,81.5,55.5,68.5,52.5,58.5,0.0,29.15,29.825,1.85,18.5,4.15
2010-10-12,1.5,76.0,53.0,64.5,54.0,58.5,0.0,29.235,29.915,3.2,6.0,4.45
2010-10-13,1.5,64.5,47.5,56.5,47.0,52.5,0.18,29.375,30.055,7.25,35.5,8.45
2010-10-14,1.5,66.0,43.0,55.0,32.0,45.0,0.0,29.245,29.96,6.85,27.0,8.6
2010-10-15,1.5,62.5,45.5,54.5,41.0,47.0,0.0,29.37,30.055,6.5,18.5,8.65
2010-10-16,1.5,71.0,42.0,57.0,39.0,48.0,0.0,29.345,30.04,7.2,22.5,8.1
2010-10-17,1.5,64.5,47.5,56.0,37.0,46.5,0.0,29.38,30.08,3.65,2.0,5.35
2010-10-18,1.5,60.5,44.0,52.5,40.5,47.0,0.0,29.32,30.02,4.55,4.5,5.9
2010-10-19,1.5,60.5,39.5,50.5,35.0,43.5,0.0,29.26,29.98,5.7,27.5,6.8
2010-10-20,1.5,70.0,45.0,57.5,35.0,46.0,,29.06,29.765,10.05,26.0,12.15
2010-10-21,1.5,56.0,39.5,48.0,29.5,40.0,0.0,29.28,29.96,8.95,30.0,9.4
2010-10-22,1.5,64.5,35.0,50.0,30.0,42.0,0.015,29.375,30.075,5.35,21.0,5.8
2010-10-23,1.5,66.0,54.0,60.5,45.0,52.5,0.155,29.23,29.945,9.9,20.5,10.85
2010-10-24,1.5,72.5,55.5,64.0,52.0,57.0,0.53,29.015,29.74,8.05,20.5,9.05
2010-10-25,1.5,72.0,56.5,64.5,56.0,60.0,0.005,28.77,29.5,10.85,19.0,11.55
2010-10-26,1.5,70.5,54.0,62.5,47.0,53.5,0.32,28.59,29.24,21.65,21.0,23.85
2010-10-27,1.5,65.0,43.0,54.0,31.5,44.5,0.0,28.96,29.595,21.3,24.5,22.65
2010-10-28,1.5,46.0,39.0,43.0,30.5,38.0,0.0,29.46,30.11,14.3,28.0,14.65
2010-10-29,1.5,50.0,32.0,41.5,26.5,36.0,0.0,29.515,30.245,5.75,24.0,7.95
2010-10-30,1.5,63.0,41.5,52.5,32.0,42.0,0.0,29.175,29.89,6.3,24.5,13.3
2010-10-31,1.5,52.0,37.5,45.0,30.5,39.0,0.0,29.52,30.2,7.4,2.0,8.4
2011-05-01,1.5,63.5,49.5,56.5,37.0,47.5,0.0,29.29,29.945,11.3,26.0,11.75
2011-05-02,1.5,59.5,42.5,51.5,31.0,42.0,0.0,29.49,30.165,4.95,36.0,9.9
2011-05-03,1.5,50.5,37.5,44.5,30.5,38.0,,29.53,30.23,7.45,2.5,8.15
2011-05-04,1.5,58.0,37.0,47.5,29.0,40.0,0.0,29.665,30.37,4.75,3.0,7.45
2011-05-05,1.5,62.5,38.0,50.5,39.5,46.0,0.08,29.365,30.125,10.65,19.5,11.2
2011-05-06,1.5,68.5,44.5,56.5,39.0,48.5,0.0,29.145,29.87,7.35,27.5,8.55
2011-05-07,1.5,60.0,44.5,52.5,45.0,49.0,,29.155,29.845,5.2,5.0,7.4
2011-05-08,1.5,68.0,41.5,55.0,43.5,49.5,0.0,29.3,29.975,6.75,6.0,7.5
2011-05-09,1.5,73.5,49.0,61.5,45.5,54.0,,29.18,29.89,14.8,11.5,15.15
2011-05-10,1.5,90.5,63.0,77.0,60.5,66.0,0.0,29.03,29.715,6.75,15.5,8.6
2011-05-11,1.5,87.5,65.0,76.5,65.5,68.5,0.205,29.13,29.79,3.95,14.0,6.5
2011-05-12,1.5,86.5,60.5,73.5,62.0,66.0,0.155,29.105,29.785,4.95,19.0,7.75
2011-05-13,1.5,77.0,47.0,62.0,54.0,56.5,0.015,29.035,29.72,10.3,2.0,11.25
2011-05-14,1.5,52.0,45.5,49.0,46.5,47.5,0.37,29.03,29.725,16.85,1.5,17.05
2011-05-15,1.5,47.0,41.5,44.5,37.0,41.5,0.34,29.17,29.85,20.1,1.5,20.15
2011-05-16,1.5,52.5,38.5,46.0,30.5,40.0,0.0,29.31,30.01,13.7,1.5,14.0
2011-05-17,1.5,60.0,40.0,50.0,34.0,43.5,0.0,29.24,29.955,12.65,2.5,13.15
2011-05-18,1.5,59.0,49.5,54.5,48.5,50.0,0.05,29.185,29.885,6.4,1.5,7.05
2011-05-19,1.5,72.5,49.5,61.5,53.0,55.5,0.0,29.325,30.0,3.3,2.0,5.4
2011-05-20,1.5,72.5,50.0,61.5,53.5,56.5,0.0,29.33,30.03,5.45,6.5,6.1
2011-05-21,1.5,75.5,50.5,63.5,59.0,62.0,0.01,29.165,29.87,7.55,15.0,8.55
2011-05-22,1.5,87.5,63.0,75.5,59.5,64.5,0.35,28.985,29.695,10.75,18.5,11.5
2011-05-23,1.5,79.5,62.5,71.5,59.0,64.0,,28.95,29.615,10.65,24.5,11.9
