,Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,WnvPresent,year,month,day,Lat_int,Long_int,WnvPercent,WnvNotPresent,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,WetBulb_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,Depth_x,SnowFall_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,Tavg_y,DewPoint_y,WetBulb_y,Heat_y,Cool_y,PrecipTotal_y,StnPressure_y,SeaLevel_y,ResultSpeed_y,ResultDir_y,AvgSpeed_y
4819,2,39,50,56,41.822536,-87.666343,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4820,3,39,50,56,41.822536,-87.666343,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4821,2,71,84,61,41.766202,-87.562889,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4822,2,77,66,62,41.754676,-87.612922,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4823,3,77,66,62,41.754676,-87.612922,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4824,2,40,63,63,41.821582,-87.627796,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4825,2,50,89,64,41.803423,-87.642984,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4826,3,50,89,64,41.803423,-87.642984,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4827,2,79,59,65,41.754292,-87.590773,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4828,2,52,71,87,41.798697,-87.736812,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4829,3,52,71,87,41.798697,-87.736812,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4830,1,52,71,87,41.798697,-87.736812,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4831,2,63,105,108,41.776156,-87.778927,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4832,3,63,105,108,41.776156,-87.778927,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4833,3,37,82,46,41.82561,-87.726549,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4834,1,37,82,46,41.82561,-87.726549,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4835,4,37,82,46,41.82561,-87.726549,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4836,2,12,64,88,41.673408,-87.599862,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4837,2,10,86,93,41.726465,-87.585413,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4838,3,10,86,93,41.726465,-87.585413,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4839,1,10,86,93,41.726465,-87.585413,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4840,3,13,88,116,41.678618,-87.559308,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4841,2,13,54,120,41.740641,-87.546587,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4842,3,13,54,120,41.740641,-87.546587,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4843,1,13,54,120,41.740641,-87.546587,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4844,2,37,4,121,41.680946,-87.535198,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4845,2,37,4,121,41.680946,-87.535198,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4846,3,37,4,121,41.680946,-87.535198,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4847,1,37,4,121,41.680946,-87.535198,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4848,2,24,1,89,41.704572,-87.565666,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4849,3,24,1,89,41.704572,-87.565666,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4850,2,10,62,84,41.750498,-87.605294,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4851,3,10,62,84,41.750498,-87.605294,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4852,1,10,62,84,41.750498,-87.605294,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4853,2,40,5,129,41.659112,-87.538693,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4854,2,40,5,129,41.659112,-87.538693,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4855,3,40,5,129,41.659112,-87.538693,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4856,1,40,5,129,41.659112,-87.538693,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4857,2,91,127,10,41.992478,-87.862995,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4858,2,91,127,10,41.992478,-87.862995,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4859,3,91,127,10,41.992478,-87.862995,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4860,1,91,127,10,41.992478,-87.862995,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4861,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4862,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4863,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4864,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4865,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4866,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4867,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4868,2,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4869,3,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4870,3,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4871,3,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4872,3,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4873,3,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4874,1,10,132,147,41.974689,-87.890615,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4875,2,10,131,148,41.957799,-87.930995,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4876,3,10,131,148,41.957799,-87.930995,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4877,3,10,131,148,41.957799,-87.930995,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4878,1,10,131,148,41.957799,-87.930995,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4879,1,10,131,148,41.957799,-87.930995,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4880,2,48,129,130,41.925198,-87.746381,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4881,3,48,129,130,41.925198,-87.746381,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4882,1,48,129,130,41.925198,-87.746381,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4883,1,51,34,131,41.973845,-87.805059,9,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4884,2,82,72,133,41.743402,-87.731435,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4885,3,82,72,133,41.743402,-87.731435,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4886,1,82,72,133,41.743402,-87.731435,8,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4887,2,65,9,135,41.728495,-87.600963,5,0,2009,07,17,41,-87,0.0,1,70,57,64,-10,51,56,1, 0,0431,1925,0,0.0,0.00,29.15,29.87,10.6,30,10.8,70,58,64,52,57,1, 0,-1,29.21,29.86,10.1,29,10.4
4888,2,41,36,1,41.95469,-87.800991,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4889,2,41,36,1,41.95469,-87.800991,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4890,2,41,36,1,41.95469,-87.800991,9,1,2009,07,24,41,-87,0.02,0,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4891,2,41,36,1,41.95469,-87.800991,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4892,2,41,36,1,41.95469,-87.800991,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4893,3,41,36,1,41.95469,-87.800991,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4894,1,41,36,1,41.95469,-87.800991,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4895,2,25,123,35,41.891118,-87.654491,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4896,2,11,134,37,41.867108,-87.654224,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4897,3,11,134,37,41.867108,-87.654224,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4898,3,11,134,37,41.867108,-87.654224,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4899,1,11,134,37,41.867108,-87.654224,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4900,4,11,134,37,41.867108,-87.654224,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4901,2,22,18,41,41.921965,-87.632085,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4902,2,22,18,41,41.921965,-87.632085,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4903,3,22,18,41,41.921965,-87.632085,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4904,3,22,18,41,41.921965,-87.632085,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4905,2,75,37,101,42.01743,-87.687769,8,0,2009,07,24,42,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4906,3,75,37,101,42.01743,-87.687769,8,0,2009,07,24,42,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4907,1,75,37,101,42.01743,-87.687769,8,0,2009,07,24,42,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4908,2,36,39,11,41.944869,-87.832763,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4909,3,36,39,11,41.944869,-87.832763,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4910,1,36,39,11,41.944869,-87.832763,8,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4911,2,72,38,16,42.011601,-87.811506,8,0,2009,07,24,42,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4912,3,72,38,16,42.011601,-87.811506,8,0,2009,07,24,42,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4913,1,72,38,16,42.011601,-87.811506,8,0,2009,07,24,42,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4914,2,58,48,22,41.986921,-87.689778,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4915,3,58,48,22,41.986921,-87.689778,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4916,1,58,48,22,41.986921,-87.689778,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4917,2,50,58,24,41.801498,-87.763416,9,1,2009,07,24,41,-87,0.0263157894737,0,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4918,3,50,58,24,41.801498,-87.763416,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4919,1,50,58,24,41.801498,-87.763416,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4920,6,50,58,24,41.801498,-87.763416,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
4921,2,14,22,25,41.906638,-87.701431,9,0,2009,07,24,41,-87,0.0,1,83,61,72,-2,59,64,0, 7,0437,1919,0,0.0,0.14,29.08,29.83,8.9,23,9.8,83,62,73,60,65,0, 8,0.19,29.14,29.82,8.7,23,9.6
